market,manual_campaign_name,sessions_total,spend_budget,matched_campaign_strings,match_strategy,match_score
DE,IT_ITA_SR-E_GO_AC_AWOP_PE_PMAXSH__NU_NU_AWO,1.0,56370473.60867631,10364251_10364251_POR_CAY_SUV_ITA_T1_NU_EUR_2025-07-17_2025-12-28_CAYENNEE3II-2025PORSCHECAYENNEBLACKEDITION | 10418107_10418107_POR_CAY_SUV_ITA_T1_NU_EUR_2025-09-18_2025-11-16_CAYENNEE4I-CAYENNEE4 | 10163716_10163716_POR_FIN_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-DRIVE2025 | 10163714_10163714_POR_MAC_SUV_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-MACANBEV | 10163713_10163713_POR_MAC_SUV_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-MACANBEVCITYLIFE,id,1.0
DE,MERGE_DE_GER_SR-E_BI_AC_AWOP_PE_SN_BraKoLuggage_NU_NU_AWO,1.0,53402627.608792305,10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10210249_10210249_POR_MAC_SUV_CAN_T1_NU_CAD_2025-03-03_2025-07-31_MACANH2I-2025PORSCHEMACAN | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208503_10208503_POR_RNG_RNG_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CERTIFIEDPREOWNED | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
DE,PORSCHE-ONG-FINDER-PR-TXT-BR-cayenne,1.0,,,,
DE,PORSCHE-VO-APPROVED-NEW,1.0,,,,
DE,PZ_Aachen,1.0,,,,
DE,PZ_Gilching-Argelsried,1.0,,,,
DE,PZ_Göppingen,1.0,,,,
DE,PZ_Hamburg,1.0,,,,
DE,PZ_Hofheim/Taunus,1.0,,,,
DE,PZ_Weingarten,1.0,,,,
DE,_seafinder_,1.0,,,,
GB,(not set),75.0,,,,
GB,_model-taycan_,57.0,,,,
GB,_brand-only_,53.0,,,,
GB,_brand_,38.0,,,,
GB,_model-cayenne_,23.0,,,,
GB,UK_ENG_SR-E_GO_AC_AWOP_PE_PMAXSH__NU_NU_AWO,21.0,53402627.608792305,10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10210249_10210249_POR_MAC_SUV_CAN_T1_NU_CAD_2025-03-03_2025-07-31_MACANH2I-2025PORSCHEMACAN | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208503_10208503_POR_RNG_RNG_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CERTIFIEDPREOWNED | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,_brandocs_,12.0,,,,
GB,UK_ENG_SR-E_BI_AC_AWOP_PE_SN_Brand_NU_NU_AWO,10.0,53402627.608792305,10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10210249_10210249_POR_MAC_SUV_CAN_T1_NU_CAD_2025-03-03_2025-07-31_MACANH2I-2025PORSCHEMACAN | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208503_10208503_POR_RNG_RNG_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CERTIFIEDPREOWNED | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,10182596_EC_PL_LAO_CNV_ECO_ECO_BRD_NA_GLB_SEAH_PSEAC_MXED_MIXED_MAD_BING_CPC_NU_NU_NU_NU_MXD_EN_AL_MXED_10205890-VMK3-BRVXD-UK,9.0,122298719.8746915,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,_model-panamera_,9.0,,,,
GB,10182596_EC_PL_LAO_CNV_ECO_ECO_BRD_NA_GLB_SEAH_PSEAC_MXED_MIXED_GAD_GADW_CPC_NU_NU_NU_NU_MXD_EN_AL_MXED_10205908-VMK3DIRECT-PMAX-AWO-GENERALT1-UK-VXD,8.0,122298719.8746915,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,10182596_EC_PL_LAO_CNV_ECO_ECO_BRD_NA_GLB_SEAH_PSEAC_MXED_MIXED_MAD_BING_CPC_NU_NU_NU_NU_MXD_EN_AL_MXED_10205142-VMK3-BRAND-UK,6.0,122298719.8746915,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,10182596_EC_PL_LAO_CNV_ECO_ECO_BRD_NA_GLB_SEAH_PSEAC_MXED_MIXED_GAD_GADW_CPC_NU_NU_NU_NU_MXD_EN_AL_MXED_10205143-VMK3DIRECT-SEAH-AWO-BRAND-UK-VXD,5.0,122298719.8746915,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,_panamera-ehybrid_,5.0,,,,
GB,(referral),3.0,,,,
GB,10182596_EC_PL_LAO_CNV_ECO_ECO_BRD_NA_GLB_SEAH_PSEAC_MXED_MIXED_GAD_GADW_CPC_NU_NU_NU_NU_MXD_EN_AL_MXED_10205891-VMK3DIRECT-SEAH-AWO-BRANDVXD-UK-VXD,2.0,122298719.8746915,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,10195846_EC_PL_LAO_CNV_ECO_CHH_CHH_NA_GLB_SEAH_PSEAC_PFMX_NU_GAD_GADW_CPC_NU_NU_NU_NU_MXD_EN_AL_BRAP_10205958-VMK3DIRECT-PMAX-AWO-LHW-UK-VXD,2.0,133686569.02198094,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10210249_10210249_POR_MAC_SUV_CAN_T1_NU_CAD_2025-03-03_2025-07-31_MACANH2I-2025PORSCHEMACAN | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208503_10208503_POR_RNG_RNG_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CERTIFIEDPREOWNED,id,1.0
GB,Novi--Porsche-Centre-South-Lakes--Brand--EXACT,2.0,,,,
GB,_2025AON-finder_,2.0,,,,
GB,10028541_EC_PL_SLS_ECO_ECO_BRD_GLB_NU_SEAH_PSEAC_DRT_MXED_MIXED_GAD_GADW_CPC_NU_NU_MIXD_NU_MXD_EN_AL_MXED_VMK3Direct-PMAX-AWO-GeneralT2-UK-VXD-NU-10088384,1.0,149000033.6790875,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,DE_GER_SR-E_GO_AC_AWOP_PE_PMAXSH_P2_NU_NU_AWO,1.0,53402627.608792305,10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10210249_10210249_POR_MAC_SUV_CAN_T1_NU_CAD_2025-03-03_2025-07-31_MACANH2I-2025PORSCHEMACAN | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208503_10208503_POR_RNG_RNG_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CERTIFIEDPREOWNED | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,GOBI_CPC_NU_NU_MIXD_NU_MXD_EN_AL_MXED_VMK3Direct-SEAH-AWO-Brand-UK-VXD-NU,1.0,106805255.21758474,10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10210249_10210249_POR_MAC_SUV_CAN_T1_NU_CAD_2025-03-03_2025-07-31_MACANH2I-2025PORSCHEMACAN | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208503_10208503_POR_RNG_RNG_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CERTIFIEDPREOWNED | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,LM | PORSCHE | AFTERSALES,1.0,,,,
GB,Novi--sitelink,1.0,,,,
GB,UK_ENG_SR-E_GO_AC_AWOP_PE_SN_Brand_NU_NU_AWO,1.0,53402627.608792305,10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10210249_10210249_POR_MAC_SUV_CAN_T1_NU_CAD_2025-03-03_2025-07-31_MACANH2I-2025PORSCHEMACAN | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208503_10208503_POR_RNG_RNG_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CERTIFIEDPREOWNED | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
GB,_2025AON-configurator-macanelectric25_,1.0,,,,
GB,macan ev,1.0,,,,
GB,novi---porche-centre-south-lakes---brand---exact,1.0,,,,
GB,novi---porsche-centre-south-lakes---911---new---exact,1.0,856973.5196962173,10222364_10222364_POR_911_CPE_TWN_T1_NU_TWD_2025-02-22_2025-02-28_LOCAL-911CARRERASOCIALPOST | 10267771_10267771_POR_911_CPE_TWN_T1_NU_TWD_2025-04-01_2025-04-30_LOCAL-992 | 10440551_10440551_POR_911_CPE_TWN_T1_NU_TWD_2025-11-01_2025-12-28_LOCAL-NOV911FORMOSA | 10157125_10157125_POR_911_CPE_GBR_T1_NU_GBP_2025-08-01_2025-12-28_LOCAL-911BRAND,id,1.0
GB,novi---porsche-centre-south-lakes---911---new---phrase,1.0,856973.5196962173,10222364_10222364_POR_911_CPE_TWN_T1_NU_TWD_2025-02-22_2025-02-28_LOCAL-911CARRERASOCIALPOST | 10267771_10267771_POR_911_CPE_TWN_T1_NU_TWD_2025-04-01_2025-04-30_LOCAL-992 | 10440551_10440551_POR_911_CPE_TWN_T1_NU_TWD_2025-11-01_2025-12-28_LOCAL-NOV911FORMOSA | 10157125_10157125_POR_911_CPE_GBR_T1_NU_GBP_2025-08-01_2025-12-28_LOCAL-911BRAND,id,1.0
GB,novi---porsche-centre-south-lakes---taycan---new---exact,1.0,,,,
IT,(not set),219.0,,,,
IT,porsche_usate,162.0,,,,
IT,10182596_EC_PL_LAO_CNV_ECO_ECO_BRD_NA_GLB_SEAH_PSEAC_MXED_MIXED_GAD_GADW_CPC_NU_NU_NU_NU_MXD_IT_AL_MXED_10205881-VMK3DIRECT-SEAH-AWO-BRAND-IT-VXD,18.0,122298719.8746915,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
IT,IT_ITA_SR-E_GO_AC_AWOP_PE_PMAXSH__NU_NU_AWO,16.0,56370473.60867631,10364251_10364251_POR_CAY_SUV_ITA_T1_NU_EUR_2025-07-17_2025-12-28_CAYENNEE3II-2025PORSCHECAYENNEBLACKEDITION | 10418107_10418107_POR_CAY_SUV_ITA_T1_NU_EUR_2025-09-18_2025-11-16_CAYENNEE4I-CAYENNEE4 | 10163716_10163716_POR_FIN_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-DRIVE2025 | 10163714_10163714_POR_MAC_SUV_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-MACANBEV | 10163713_10163713_POR_MAC_SUV_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-MACANBEVCITYLIFE,id,1.0
IT,10182596_EC_PL_LAO_CNV_ECO_ECO_BRD_NA_GLB_SEAH_PSEAC_MXED_MIXED_GAD_GADW_CPC_NU_NU_NU_NU_MXD_IT_AL_MXED_10205919-VMK3DIRECT-PMAX-AWO-GENERAL-IT-VXD,11.0,122298719.8746915,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
IT,ga_cpc_stn_po_u_conversion,10.0,,,,
IT,(referral),7.0,,,,
IT,ga_cpc_stn_po_n_conversion_cayenne,6.0,,,,
IT,10182596_EC_PL_LAO_CNV_ECO_ECO_BRD_NA_GLB_SEAH_PSEAC_MXED_MIXED_GAD_GADW_CPC_NU_NU_NU_NU_MXD_IT_AL_MXED_10205902-VMK3DIRECT-SEAH-AWO-BRANDVXD-IT-VXD,5.0,122298719.8746915,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
IT,porsche-usato-generico_smilenet,5.0,,,,
IT,IT_ITA_SR-E_GO_AC_AWOP_PE_SN_Brand_NU_NU_AWO,3.0,56370473.60867631,10364251_10364251_POR_CAY_SUV_ITA_T1_NU_EUR_2025-07-17_2025-12-28_CAYENNEE3II-2025PORSCHECAYENNEBLACKEDITION | 10418107_10418107_POR_CAY_SUV_ITA_T1_NU_EUR_2025-09-18_2025-11-16_CAYENNEE4I-CAYENNEE4 | 10163716_10163716_POR_FIN_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-DRIVE2025 | 10163714_10163714_POR_MAC_SUV_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-MACANBEV | 10163713_10163713_POR_MAC_SUV_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-MACANBEVCITYLIFE,id,1.0
IT,10028541_EC_PL_SLS_ECO_ECO_BRD_GLB_NU_SEAH_PSEAC_DRT_MXED_MIXED_GAD_GADW_CPC_NU_NU_MIXD_NU_MXD_IT_AL_MXED_VMK3Direct-PMAX-AWO-General-IT-VXD-NU-10088369,2.0,149000033.6790875,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
IT,ga_cpc_stn_po_n_conversion_718,2.0,47999.99999494735,10440550_10440550_POR_718_CPE_TWN_T1_NU_TWD_2025-10-08_2025-10-31_LOCAL-OCT718FAREWELL,id,1.0
IT,porsche_usato_ancona,2.0,,,,
IT,10028541_EC_PL_SLS_ECO_ECO_BRD_GLB_NU_SEAH_PSEAC_DRT_MXED_MIXED_GAD_GADW_CPC_NU_NU_MIXD_NU_MXD_IT_AL_MXED_VMK3Direct-SEAH-AWO-Brand-IT-VXD-NU-10088368,1.0,149000033.6790875,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208494_10208494_POR_POB_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CORPORATESEARCH,id,1.0
IT,10195846_EC_PL_LAO_CNV_ECO_CHH_CHH_NA_GLB_SEAH_PSEAC_PFMX_NU_GAD_GADW_CPC_NU_NU_NU_NU_MXD_DE_AL_BRAP_10205949-VMK3DIRECT-PMAX-AWO-LHW-CHDE-VXD,1.0,133686569.02198094,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10210249_10210249_POR_MAC_SUV_CAN_T1_NU_CAD_2025-03-03_2025-07-31_MACANH2I-2025PORSCHEMACAN | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208503_10208503_POR_RNG_RNG_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CERTIFIEDPREOWNED,id,1.0
IT,10195846_EC_PL_LAO_CNV_ECO_CHH_CHH_NA_GLB_SEAH_PSEAC_SHAD_NU_GAD_GADW_CPC_NU_NU_NU_NU_MXD_IT_AL_BRAP_10205953-VMK3DIRECT-SHOP-AWO-LHW-IT-VXD,1.0,133686569.02198094,10163718_10163718_POR_ECO_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-OCS | 10208510_10208510_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-2025AFTERSALESSEM | 10210249_10210249_POR_MAC_SUV_CAN_T1_NU_CAD_2025-03-03_2025-07-31_MACANH2I-2025PORSCHEMACAN | 10207178_10207178_POR_AFS_BRD_CAN_T1_NU_CAD_2025-01-01_2025-02-28_LOCAL-AFTERSALESPRINT | 10208503_10208503_POR_RNG_RNG_CAN_T1_NU_CAD_2025-01-20_2025-12-28_LOCAL-CERTIFIEDPREOWNED,id,1.0
IT,120226176037530595,1.0,,,,
IT,531573,1.0,,,,
IT,IT_ITA_SR-E_BI_AC_AWOP_PE_SN_Brand_NU_NU_AWO,1.0,56370473.60867631,10364251_10364251_POR_CAY_SUV_ITA_T1_NU_EUR_2025-07-17_2025-12-28_CAYENNEE3II-2025PORSCHECAYENNEBLACKEDITION | 10418107_10418107_POR_CAY_SUV_ITA_T1_NU_EUR_2025-09-18_2025-11-16_CAYENNEE4I-CAYENNEE4 | 10163716_10163716_POR_FIN_BRD_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-DRIVE2025 | 10163714_10163714_POR_MAC_SUV_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-MACANBEV | 10163713_10163713_POR_MAC_SUV_ITA_T1_NU_EUR_2025-01-01_2025-12-28_LOCAL-MACANBEVCITYLIFE,id,1.0
IT,_2025AON-finder_,1.0,,,,
IT,_macancitylife2025_,1.0,,,,
IT,ga_cpc_bst_po_n_conversion_macan_elettrica,1.0,,,,
IT,ga_cpc_stn_po_n_conversion_macan_elettrica,1.0,,,,
IT,ga_cpc_stn_po_n_conversion_taycan,1.0,,,,
IT,ga_cpc_stn_po_u_conversion_macan,1.0,,,,
IT,ga_cpc_stn_po_u_conversion_taycan,1.0,,,,
IT,porsche-panamera_smilenet,1.0,,,,
IT,porsche-taycan-usato_smilenet,1.0,,,,
IT,porsche_usato_cesena,1.0,,,,
IT,porsche_usato_pesaro,1.0,,,,
TW,(not set),3.0,,,,
